id,year,name,abbreviated_name,type,international_or_national,website,hq_location,year_founded,year_closed,countries_of_operation_count,sector,religious_or_secular,religion,red_cross_code_of_conduct_signatory,chs_member,interaction_member,icva_member,staff,staff_imputed,natl,natl_imputed,intl,intl_imputed,percent_intl,ope_approx_usd,ope_imputed,ope/staff,ope_inflation_adjusted,ope_original_currency,humexp_approx_usd,humexp_imputed,humexp_inflation_adjusted
6711,2021,Iris Global,NA,INGO,NA,https://www.irisglobal.org,United States,NA,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10230000,A,8997.36,11032870,NA,NA,NA,NA
1161,2022,Islamic Relief Worldwide,IR,INGO,International,http://www.islamic-relief.com,United Kingdom,1984,NA,1,NA,Religious,Islamic,NA,NA,NA,NA,3000,A,2950,A,50,A,2,232956757,A,77652.25,232956757,GBP 172388000,212817568,A,212817568
1181,2020,Japan Platform,JPF,INGO,International,http://www.japanplatform.org/E/,Japan,2000,NA,13,NA,Secular,NA,NA,NA,NA,NA,35,A,NA,NA,NA,NA,NA,42212827,A,1206080.77,47740406,JPY 4567850000,NA,NA,NA
6298,2021,Kindernothilfe E.V.,NA,NNGO,NA,https://www.kindernothilfe.org,Germany,1959,NA,36,Children/youth,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60878049,A,53542.7,65655877,Euro 49920000,NA,NA,NA
1259,2012,Latter-day Saint Charities,LDSC,INGO,International,http://ldscharities.org/,United States,1996,NA,22,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16326000,A,14321.05,20813350,NA,15821000,A,20169546
1281,2018,Life for Relief and Development,Life,INGO,International,http://www.lifeusa.org/,United States,1992,NA,23,NA,Secular,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18144419,A,17363.08,21150424,NA,NA,NA,NA
1285,2020,Lions Clubs International Foundation,LCIF,INGO,International,http://www.lcif.org/EN/,United States,1917,NA,1,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33060216,A,39879.63,37389302,NA,NA,NA,NA
6881,2021,Living Water International,NA,INGO,NA,https://water.cc,United States,1990,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17269000,A,15188.21,18624305,NA,NA,NA,NA
1294,2022,Lutheran World Relief,LWR,INGO,International,http://lwr.org/,United States,1945,NA,34,NA,Religious,Christian,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,103541024,A,94558.01,103541024,NA,94051423,A,94051423
1303,2021,Malaria Consortium,NA,INGO,International,http://www.malariaconsortium.org,United Kingdom,NA,NA,15,Health,Secular,NA,NA,NA,NA,NA,267,A,NA,NA,NA,NA,NA,91078082,A,341116.41,98226067,GBP 66487000,NA,NA,NA
1309,2021,Malteser Hilfsdienst e.V./Malteser International,NA,INGO,International,http://www.malteser-international.org/,Germany,1926,NA,35,NA,Religious,Christian,NA,NA,NA,NA,951,A,NA,NA,NA,NA,NA,98710724,A,103796.77,106457734,Euro 80942794,NA,NA,NA
1310,2021,Manab Mukti Sangstha,MMS,NNGO,National,https://www.mmsbangladesh.org,Bangladesh,1984,NA,1,NA,NA,NA,NA,NA,NA,NA,252,A,252,A,NA,NA,NA,22839284,A,90632.08,24631755,BDT 1900000000,NA,NA,NA
1312,2022,Management Sciences for Health,MSH,INGO,International,http://www.msh.org,United States,1971,NA,36,Health,Secular,NA,NA,NA,NA,NA,1800,A,1600,A,200,A,11,126610000,A,70338.89,126610000,NA,NA,NA,NA
1331,2021,Medair,NA,INGO,International,http://relief.medair.org,Switzerland,NA,NA,13,NA,Religious,Christian,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76940618,A,51157.33,82979067,NA,58474870,A,63064092
1333,2021,Medecins du Monde/Doctors of the World,MdM,INGO,International,http://www.medecinsdumonde.org,France,1980,NA,30,Health,Secular,NA,NA,NA,NA,NA,1487,A,1377,A,110,A,7,NA,NA,NA,NA,NA,NA,NA,NA
1334,2022,Medecins Sans Frontieres International/Doctors without Borders International,MSF,INGO,International,http://www.msf.org,France,1971,NA,1,Health,Secular,NA,1,NA,NA,NA,41313,A,37815,A,3498,A,8,NA,NA,NA,NA,NA,NA,NA,NA
5308,2021,Medical Action Myanmar,MAM,NNGO,NA,https://www.mam.org.mm,Myanmar,2011,NA,1,NA,NA,NA,NA,NA,NA,NA,1373,A,1373,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336,2018,Medical Aid for Palestinians,MAP,INGO,International,http://www.map-uk.org,United Kingdom,1984,NA,3,Health,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11116000,A,10637.32,12957599,GBP 8337000,5002200,A,5830920
1339,2012,Medical Emergency Relief International,MERLIN,INGO,International,http://www.merlin.org.uk,United Kingdom,1993,2013,19,Health,Secular,NA,NA,NA,NA,NA,4567,A,4532,A,104,A,2,NA,NA,NA,NA,NA,NA,NA,NA
1348,2019,Memisa,NA,INGO,International,http://memisa.be/en,Belgium,1925,NA,8,Health,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11702460,A,11350.59,13397911,Euro 10415189,NA,NA,NA
1349,2021,Mennonite Central Committee,MCC,INGO,International,www.mcc.org,United States,NA,NA,47,NA,Religious,Christian,NA,NA,NA,NA,969,A,NA,NA,NA,NA,NA,64893000,A,66969.04,69985929,NA,15403000,A,16611857
1352,2022,Mercy Corps,NA,INGO,International,http://www.mercycorps.org,United States,1979,NA,38,NA,Secular,NA,NA,NA,NA,NA,5400,A,NA,NA,NA,NA,NA,463919000,A,85910.93,463919000,NA,204928000,A,204928000
3472,2019,Mercy Hands for Humanitarian Aid,Mercy Hands,NNGO,National,https://www.mercyhands.org,Iraq,2004,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400000,A,13967.02,16486271,NA,NA,NA,NA
1353,2020,Mercy-USA for Aid and Development,M-USA,INGO,International,http://mercyusa.org,United States,1988,NA,11,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49680145,A,59927.8,56185535,NA,49183344,A,55623681
1366,2021,Mines Advisory Group America,MAG America,INGO,International,http://www.magamerica.org/,United States,1989,NA,39,Landmines,Secular,NA,NA,NA,NA,NA,5571,A,5297,A,274,A,5,92608219,A,16623.27,99876292,GBP 67604000,NA,NA,NA
6071,2021,Mission 21,NA,INGO,NA,www.mission-21.org/en,Switzerland,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10305548,A,9063.81,11114347,CHF 9068882,NA,NA,NA
1376,2021,Mission Øst/Mission East,ME,INGO,International,http://www.miseast.org,Denmark,1991,NA,9,NA,Religious,Christian,NA,NA,NA,NA,232,A,NA,NA,NA,NA,NA,11961329,A,51557.45,12900077,DKK 72605270,7655251,A,8256050
6882,2020,Mother 2 Mothers,m2m,INGO,NA,https://m2m.org,South Africa,2001,NA,10,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19642960,A,23694.76,22215117,NA,NA,NA,NA
1554,2010,Mundubat (Paz Y Tercer Mundo),PTM,INGO,International,NA,Spain,1988,NA,10,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14236886,A,19475.9,19110396,Euro 10724827,10677664,A,14332796
1408,2021,Muslim Aid,NA,INGO,International,https://www.muslimaid.org,United Kingdom,1985,NA,13,NA,Religious,Islamic,NA,NA,NA,NA,877,A,NA,NA,NA,NA,NA,27225704,A,31044.13,29362430,GBP 19874764,19057993,A,20553701
2,2020,National 4-H Council,4-H,NNGO,National,http://www.4-h.org,United States,NA,NA,8,Children/youth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36922545,A,44538.66,41757385,NA,NA,NA,NA
5233,2018,National Foundation for Development and Humanitarian Response,NFDHR,NNGO,NA,http://www.nfdhr.org/index,Yemen,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2300,A,NA,NA,NA,NA,NA,11267717,A,4899.01,13134451,NA,NA,NA,NA
1430,2020,"Nazarene Compassionate Ministries, Inc.",NCMI,INGO,International,http://www.ncmi.org,United States,1980,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244391,A,1501.07,1407338,NA,NA,NA,NA
1435,2021,Near East Foundation (formerly The American Committee for Syrian and Armenian Relief),NEF,INGO,International,http://www.neareast.org,United States,1915,NA,9,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15508206,A,13639.58,16725320,NA,NA,NA,NA
6133,2020,NGO Forum for Public Health,NGOF,NNGO,NA,www.ngof.org,Bangladesh,1982,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14290814,A,17238.62,16162132,BDT 1212861393,11432651,A,12929705
1460,2022,Norwegian Church Aid,NCA,INGO,International,http://www.kirkensnodhjelp.no/en/,Norway,1947,NA,33,NA,Religious,Christian,NA,NA,NA,NA,772,A,710,A,62,A,8,162000000,A,209844.56,162000000,NOK 1425600000,NA,NA,NA
1461,2022,Norwegian People's Aid/Norsk Folkehjelp,NPA,INGO,International,http://www.npaid.org,Norway,1939,NA,41,NA,Secular,NA,NA,NA,NA,NA,NA,NA,144,A,126,A,NA,128522727,A,31741.84,128522727,NOK 1131000000,82045455,A,82045455
1462,2022,Norwegian Refugee Council,NRC,INGO,International,http://www.nrc.no/,Norway,1946,NA,23,NA,Secular,NA,1,1,NA,1,16000,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,2022,Orphan Grain Train,OGT,INGO,International,http://www.ogt.org,United States,1992,NA,20,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47318716,A,26376.1,47318716,NA,NA,NA,NA
1512,2022,Oxfam International,NA,INGO,International,http://www.oxfam.org,United Kingdom,1995,NA,1,NA,Secular,NA,1,NA,NA,NA,3596,A,3330,A,266,A,7,NA,NA,NA,NA,NA,NA,NA,NA
1516,2021,Padakhep Manabik Unnayan Kendra,Padakhep,NNGO,National,https://www.padakhep.org,Bangladesh,1986,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15640925,A,13756.31,16868455,BDT 1301168525,NA,NA,NA
6138,2021,Palli Karma-Sahayak Foundation,PKSF,NNGO,NA,https://pksf-bd.org/web/,Bangladesh,1990,NA,1,NA,NA,NA,NA,NA,NA,NA,419,A,NA,NA,NA,NA,NA,39720282,A,94797.81,42837607,BDT 3304330273,NA,NA,NA
1534,2021,Pan American Development Foundation,PADF,INGO,International,http://www.padf.org/,United States,1962,NA,22,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93435170,A,60672.19,100768144,NA,21459637,A,23143831
1549,2022,Partners In Health,PIH,INGO,International,http://www.pih.org,United States,1987,NA,11,Health,Secular,NA,NA,NA,NA,NA,18332,A,NA,NA,NA,NA,NA,228700000,A,12475.45,228700000,NA,NA,NA,NA
6792,2022,Pathfinder International,NA,INGO,NA,https://www.pathfinder.org,United States,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108962792,A,114818.54,108962792,NA,NA,NA,NA
1566,2021,Peace Winds Japan,PWJ,INGO,International,http://peace-winds.org,Japan,1996,NA,19,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29600877,A,26034.19,31924011,JPY 3053626477,NA,NA,NA
1570,2022,People in Need,PIN,INGO,International,http://www.clovekvtisni.cz/en,Czech Republic,1992,NA,27,NA,Secular,NA,NA,NA,NA,NA,2228,A,2114,A,114,A,5,247,A,0.11,247,Euro 217814958,190,A,190
1593,2021,Plan International,NA,INGO,International,http://plan-international.org,United Kingdom,1937,NA,78,Children/youth,Secular,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,909734146,A,78236.51,981131852,Euro 745982000,273384146,A,294839866
1520,2019,Polish Humanitarian Action,PAH,INGO,NA,https://www.pah.org.pl/en/about-us/,Poland,1992,NA,8,NA,NA,NA,NA,NA,NA,NA,172,A,161,A,11,A,6,12267749,A,71324.12,14045099,NA,NA,NA,NA
33,2022,Première Urgence?Aide Médicale Internationale,PU-AMI,INGO,International,https://www.premiere-urgence.org/en/,France,1979,NA,24,NA,Secular,NA,NA,NA,NA,NA,3340,A,3133,A,207,A,6,128,A,0.04,128,Euro 113311000,NA,NA,NA
1659,2019,Project Concern International,PCI,INGO,International,http://www.pciglobal.org/,United States,1961,NA,35,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46999606,A,45586.43,53808905,NA,NA,NA,NA
1703,2021,Relief International,RI,INGO,International,http://www.ri.org,United States,1990,NA,16,NA,Secular,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,148236483,A,52195.94,159870371,NA,62259323,A,67145556
1895,2021,Rise Against Hunger (formerly Stop Hunger Now),NA,INGO,International,https://www.riseagainsthunger.org,United States,1998,NA,29,Food security/agriculture,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41586399,A,36575.55,44850180,NA,NA,NA,NA
3699,2021,Rural Reconstruction Foundation,RRF,NNGO,National,https://www.rrf-bd.org,Bangladesh,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1993,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,2021,Salesian Missions,SM,INGO,International,http://www.salesianmissions.org,United States,1947,NA,130,Children/youth,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34978203,A,30763.59,37723360,NA,NA,NA,NA
1746,2021,Salvadoran American Humanitarian Foundation (formerly Salvadoran American Foundation (SAF)),SAHF,INGO,International,http://www.sahf.org,United States,1983,NA,2,Logistics/Communications,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23753391,A,20891.28,25617603,NA,NA,NA,NA
1747,2021,Salvation Army (World Service Office),SAWSO,INGO,International,http://sawso.org,United Kingdom,1865,NA,133,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19130909,A,16825.78,20632340,NA,5540569,A,5975404
4543,2021,Sarhad Rural Support Programme,SRSP,NNGO,National,http://www.srsp.org.pk,Pakistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16660893,A,14653.38,17968472,PKR 2661744323,NA,NA,NA
1140,2021,Save the Children International,SCI,INGO,International,http://www.savethechildren.org/,United Kingdom,1919,NA,63,Children/youth,Secular,NA,1,NA,NA,NA,16092,A,NA,NA,NA,NA,NA,1268462000,A,78825.63,1368013366,NA,621546380,A,670326549
1780,2020,Search For Common Ground,SFCG,INGO,International,https://www.sfcg.org,NA,1982,NA,1,NA,Secular,NA,NA,NA,NA,NA,1004,A,NA,NA,NA,NA,NA,63792625,A,63538.47,72145981,NA,NA,NA,NA
1785,2021,Secours Islamique France,SIF,INGO,International,http://secours-islamique.org,France,1991,NA,1,NA,Religious,Islamic,NA,NA,NA,NA,795,A,NA,NA,NA,NA,NA,27198406,A,34211.83,29332990,Euro 22302693,NA,NA,NA
3739,2020,Shariatpur Development Society,SDS,NNGO,National,https://www.sdsbd.org,Bangladesh,1991,NA,1,NA,NA,NA,NA,NA,NA,NA,670,A,670,A,NA,NA,NA,66397686,A,99101.02,75092163,BDT 5635171623,NA,NA,NA
7050,2021,Sindh-  Rural Support Programmes Network,RSPN,NNGO,NA,https://www.rspn.org,Pakistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12069701,A,10615.39,13016955,PKR 1928255378,NA,NA,NA
1853,2021,Solidar Suisse/Solidar Switzerland (formerly Swiss Labour Assistance (SLA)),NA,INGO,International,http://www.solidar.ch,Switzerland,1936,NA,14,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19759602,A,17378.72,21310374,CHF 17388450,5911449,A,6375391
1854,2010,Solidaridad Internacional,SI,INGO,International,http://www.solidaridad.org,Spain,NA,NA,1,Food security/agriculture,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13119209,A,17946.93,17610121,Euro 9183446,NA,NA,NA
1861,2022,Solidarités International,SI,INGO,International,http://www.solidarites.org/,France,1980,NA,23,NA,Secular,NA,NA,NA,NA,NA,2482,A,2218,A,264,A,11,147,A,0.06,147,Euro 129481000,141,A,141
1878,2021,SOS Sahel International,NA,INGO,International,https://sossahel.ngo,United Kingdom,1976,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17258890,A,15179.32,18613401,Euro 14152290,NA,NA,NA
7138,2020,Southern Africa Tuberculosis and Health Systems Support,SATBHSS,INGO,NA,https://www.satbhss.org,NA,NA,NA,1,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20511687,A,24742.69,23197600,NA,NA,NA,NA
1893,2021,Stichting Vluchteling ,SV,INGO,International,https://www.vluchteling.nl,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,37,A,NA,NA,NA,NA,NA,21110893,A,570564.68,22767717,Euro 17310932,NA,NA,NA
1921,2021,Swedish Committee for Afghanistan,SCA,INGO,International,http://www.swedishcommittee.org,Sweden,1982,NA,2,NA,Secular,NA,NA,NA,NA,NA,6974,A,6964,A,15,A,0,30655366,A,4395.66,33061259,SEK 251374000,NA,NA,NA
971,2021,Swiss Church Aid HEKS/EPER,HEKS/EPER,INGO,NA,https://en.heks.ch,Switzerland,NA,NA,28,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35841585,A,31522.94,38654502,CHF 31540595,14354125,A,15480665
1927,2021,Swiss Foundation for Mine Action/Fondation Suisse de Deminage,FSD,INGO,International,http://www.fsd.ch,Switzerland,1997,NA,8,Landmines,Secular,NA,NA,NA,NA,NA,489,A,440,A,49,A,10,30041052,A,61433.64,32398732,CHF 26436126,NA,NA,NA
1941,2022,Tearfund,NA,INGO,International,http://www.tearfund.org/,United Kingdom,1960,NA,48,NA,Religious,Christian,NA,NA,NA,NA,1098,A,599,A,40,A,4,NA,NA,NA,NA,NA,NA,NA,NA
6793,2022,test,NA,INGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5010,2019,The Hazardous Area Life-Support Organization Trust,The Halo Trust,INGO,International,http://www.halotrust.org,United Kingdom,1988,NA,15,Landmines,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35208642,A,34149.99,40309667,NA,NA,NA,NA
882,2021,The Hunger Project,THP,INGO,International,http://thp.org,United States,NA,NA,13,Food security/agriculture,Secular,NA,NA,NA,NA,NA,384,A,NA,NA,NA,NA,NA,13218670,A,34423.62,14256097,NA,NA,NA,NA
1989,2021,Triangle Generation Humanitaire,Triangle GH,INGO,International,http://www.trianglegh.org,France,1994,NA,10,NA,Secular,NA,NA,NA,NA,NA,549,A,462,A,87,A,16,23514667,A,42831.82,25360144,Euro 19282027,NA,NA,NA
1992,2021,Trócaire,NA,INGO,International,Trócaire,Ireland,1973,NA,25,NA,Religious,Christian,NA,NA,NA,NA,357,A,NA,NA,NA,NA,NA,65889024,A,184563.09,71060123,Euro 54029000,NA,NA,NA
2009,2022,Un Techo Para Mi Pais,TECHO,INGO,NA,https://techo.org,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,463,A,NA,NA,NA,NA,NA,18000000,A,38876.89,18000000,NA,NA,NA,NA
2023,2021,Union Rescue Mission,URM,NNGO,National,http://urm.org,United States,1891,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33326000,A,29310.47,35941489,NA,16989000,A,18322330
540,2021,United Purpose (formerly Concern Universal),UP,INGO,International,http://concern-universal.org,United Kingdom,1976,NA,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,A,NA,27,GBP 18468304,NA,NA,NA
5022,2013,Volunteers for Economic Growth Alliance,VEGA,INGO,International,http://vegaalliance.org,United States,2004,2020,12,Livelihoods,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35237001,A,36705.21,44273708,NA,NA,NA,NA
2077,2018,War Child Canada,WCC,INGO,International,http://www.warchild.ca,Canada,1999,NA,9,Children/youth,Secular,NA,NA,NA,NA,NA,460,A,NA,NA,NA,NA,NA,15959172,A,34693.85,18603145,NA,NA,NA,NA
5015,2019,War Child Holland/Stichting War Child,NA,INGO,International,http://www.warchildholland.org,Netherlands,NA,NA,17,Children/youth,Secular,NA,NA,NA,NA,NA,398,A,376,A,22,A,6,40418737,A,101554.62,46274600,Euro 35972676,NA,NA,NA
5016,2019,War Child UK,WCUK,INGO,International,http://www.warchild.org.uk,United Kingdom,NA,NA,8,Children/youth,Secular,NA,NA,NA,NA,NA,308,A,294,A,14,A,5,17583333,A,57088.74,20130805,GBP 13715000,NA,NA,NA
6884,2021,Water for People,NA,INGO,NA,https://www.waterforpeople.org,United States,NA,NA,9,Water/sanitation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18127341,A,15943.13,19550010,NA,NA,NA,NA
2080,2021,Water Missions International,WMI,INGO,International,http://www.watermissions.org,United States,1998,NA,11,Water/sanitation,Religious,Christian,NA,NA,NA,NA,400,A,NA,NA,NA,NA,NA,32987676,A,82469.19,35576613,NA,NA,NA,NA
2081,2021,WaterAid International,NA,INGO,International,http://www.wateraid.org/,United Kingdom,1981,NA,33,Water/sanitation,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12365898,A,10875.9,13336398,NA,NA,NA,NA
5303,2022,White Helmets (Syria Civil Defense Force),NA,NNGO,NA,https://www.whitehelmets.org/en/,Syrian Arab Republic,2014,NA,1,NA,NA,NA,NA,NA,NA,NA,3125,A,3077,A,48,A,2,NA,NA,NA,NA,NA,NA,NA,NA
5248,2021,Winrock International,NA,INGO,NA,https://winrock.org,United States,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78503533,A,50976.32,84664643,NA,NA,NA,NA
2099,2021,Women for Women International,WfWI,INGO,International,http://www.womenforwomen.org,United States,1993,NA,11,Women,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16409349,A,14432.15,17697187,NA,NA,NA,NA
6953,2021,World Central Kitchen,WCK,INGO,NA,http://wck.org/,United States,2010,NA,18,Nutrition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71319757,A,46311.53,76917070,NA,68833256,A,74235424
2105,2021,World Concern,NA,INGO,International,http://worldconcern.org/,United States,1955,NA,18,NA,Religious,Christian,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10622000,A,9342.13,11455635,NA,NA,NA,NA
2112,2020,World Hope International,WHI,INGO,International,http://www.worldhope.org,United States,1996,NA,15,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13751331,A,16587.85,15552006,NA,11688631,A,13219204
2116,2020,World Medical Relief,WMR,INGO,International,http://www.worldmedicalrelief.org,United States,1953,NA,1,Health,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34335772,A,41418.3,38831886,NA,NA,NA,NA
461,2021,World Renew (formerly Christian Reformed World Relief Committee (CRWRC)),NA,INGO,International,www.worldrenew.net,United States,1962,NA,31,NA,Religious,Christian,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24473132,A,21524.3,26393831,NA,11022469,A,11887534
2124,2022,World Vision International,WVI,INGO,International,http://www.wvi.org/,United States,1950,NA,84,NA,Religious,Christian,1,1,1,1,29024,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5023,2021,Zakat Foundation of America,ZF,INGO,International,http://www.zakat.org/,United States,2001,NA,48,NA,Religious,Islamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15668206,A,13780.3,16897877,NA,NA,NA,NA
2156,2021,Zuidoost-Azië,ZOA,INGO,International,http://www.zoa-international.com,Netherlands,1973,NA,19,NA,Religious,Christian,NA,NA,NA,NA,910,A,850,A,60,A,7,63067951,A,69305.44,68017646,Euro 51715720,NA,NA,NA
751,2020,Food and Agriculture Organization of the United Nations,FAO,UN,International,http://www.fao.org/,Italy,1943,NA,192,Food security/agriculture,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1563700000,A,821271.01,1768459449,NA,NA,NA,NA
1156,2021,International Organization for Migration,IOM,UN,International,http://www.iom.int/,Switzerland,1951,NA,166,Refugees,Secular,NA,NA,NA,NA,NA,16305,A,14422,A,1883,A,12,2329000000,A,142839.62,2511784451,NA,1371000000,A,1478598747
5210,2021,UN Habitat,NA,UN,International,http://unhabitat.org,Kenya,2002,NA,59,NA,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183700000,A,17690.68,198117133,NA,NA,NA,NA
2016,2022,United Nations Children's Fund,UNICEF,UN,International,http://www.unicef.org,United States,1946,NA,189,Children/youth,Secular,NA,NA,NA,NA,NA,16000,A,11000,A,5000,A,31,NA,NA,NA,NA,NA,NA,NA,NA
2012,2022,United Nations Development Programme,UNDP,UN,International,http://www.undp.org/,United States,1965,NA,154,NA,Secular,NA,NA,NA,NA,NA,7627,A,4895,A,2732,A,36,NA,NA,NA,NA,NA,NA,NA,NA
1473,2021,United Nations Office for the Coordination of Humanitarian Affairs,OCHA,UN,International,http://www.unocha.org,United States,1991,NA,23,Coordination,Secular,NA,NA,NA,NA,NA,1798,A,1335,A,463,A,26,224100000,A,124638.49,241687804,NA,192100000,A,207176382
2013,2021,United Nations Population Fund,UNFPA,UN,International,http://www.unfpa.org,NA,1969,NA,120,NA,Secular,NA,NA,NA,NA,NA,2787,A,2213,A,574,A,21,1246600000,A,447290.99,1344435593,NA,493700000,A,532446536
2014,2021,United Nations Refugee Agency,UNHCR,UN,International,http://www.unhcr.org,Switzerland,1951,NA,136,Refugees,Secular,NA,NA,NA,NA,NA,17097,A,12859,A,4238,A,25,4644159360,A,271635.92,5008642022,NA,4644159360,A,5008642022
2040,2020,United Nations Relief and Works Agency,UNRWA,UN,International,http://www.unrwa.org,Occupied Palestinian Territories,1949,NA,4,Refugees,Secular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775041000,A,21818.62,876529117,NA,NA,NA,NA
